時間,洋蔥,香蕉,鳳梨,蒜頭,青梅,木瓜,柳橙,椪柑,蓮霧,棗子,新興梨,檸檬,芒果,水梨,番石榴,文旦,甜柿,桶柑,紅龍果,甘藍,結球白菜,茂谷柑,西瓜
2019-03-22,13.84,27,15.36,71.67,-,-,-,-,53.33,-,-,-,-,-,13.33,-,-,-,-,-,-,-,-
2019-03-23,13.84,27.4,15.6,72.05,-,-,-,-,55,-,-,-,-,-,12.67,-,-,-,-,-,-,-,-
2019-03-24,13.84,27.2,15.6,72.05,-,-,-,-,56,-,-,-,-,-,12.67,-,-,-,-,-,-,-,-
2019-03-25,13.84,-,15.53,72.05,-,-,-,-,-,-,-,-,-,-,16,-,-,-,-,-,-,-,-
2019-03-26,13.84,27,15.6,72.05,-,-,-,-,55,-,-,-,-,-,12.17,-,-,-,-,-,-,-,-
2019-03-27,13.84,27.6,15.07,73.05,-,-,-,-,56.67,-,-,-,-,-,12,-,-,-,-,-,-,-,-
2019-03-28,13.84,28.2,15.36,73.05,-,-,-,-,54.33,-,-,-,-,-,11.67,-,-,-,-,-,-,-,-
2019-03-29,13.84,28.8,15.93,73.05,-,-,-,-,53.33,-,-,-,-,-,10.5,-,-,-,-,-,-,-,-
2019-03-30,13.84,29.2,15.93,74.33,-,-,-,-,56,-,-,-,-,-,11,-,-,-,-,-,-,-,-
2019-03-31,13.84,29.2,16.92,74.33,-,-,-,-,58.33,-,-,-,-,-,11.67,-,-,-,-,-,-,-,-
2019-04-01,13.84,-,16.2,74.33,-,-,-,-,-,-,-,-,-,-,16,-,-,-,-,-,-,-,-
2019-04-02,13.84,28.8,15.93,74.33,-,-,-,-,-,-,-,-,-,-,11.33,-,-,-,-,-,-,-,-
2019-04-03,13.84,29.2,15.86,74.33,-,-,-,-,-,-,-,-,-,-,11.33,-,-,-,-,-,-,-,-
2019-04-04,13.84,29.8,17,74.05,-,-,-,-,-,-,-,-,-,-,14.83,-,-,-,-,-,-,-,-
2019-04-05,13.84,29.6,18,74.05,-,-,-,-,-,-,-,-,-,-,14,-,-,-,-,-,-,-,-
2019-04-06,13.84,28.6,18.25,74.05,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2019-04-07,13.84,28.4,18.05,73.75,-,-,-,-,-,-,-,-,-,-,13.83,-,-,-,-,-,-,-,-
2019-04-08,13.84,-,17.66,73.38,22.5,-,-,-,-,-,-,-,-,-,14,-,-,-,-,-,-,-,-
2019-04-09,13.84,28.4,16.71,73.38,22.5,-,-,-,-,-,-,-,-,-,13,-,-,-,-,-,-,-,-
2019-04-10,13.84,28.2,17.33,73.38,22.5,-,-,-,-,-,-,-,-,-,12.33,-,-,-,-,-,-,-,-
2019-04-11,13.84,26.4,17.33,73.38,28.33,-,-,-,-,-,-,-,-,-,12.17,-,-,-,-,-,-,-,-
2019-04-12,13.84,25.4,17.21,73.38,28.33,-,-,-,-,-,-,-,-,-,12.17,-,-,-,-,-,-,-,-
2019-04-13,13.84,23.6,16.79,75.1,28.33,-,-,-,-,-,-,-,-,-,11.33,-,-,-,-,-,-,-,-
2019-04-14,13.97,22.8,17.78,75.75,28.33,-,-,-,-,-,-,-,-,-,12.33,-,-,-,-,-,-,-,-
2019-04-15,13.97,-,18,76.35,28.33,-,-,-,-,-,-,-,-,-,12,-,-,-,-,-,-,-,-
2019-04-16,13.97,21.4,16.71,76.35,22.67,-,-,-,-,-,-,-,-,-,13.33,-,-,-,-,-,-,-,-
2019-04-17,13.6,19.6,17.19,77,22.67,-,-,-,-,-,-,-,-,-,12.33,-,-,-,-,-,-,-,-
2019-04-18,13.6,16.8,17.48,77,24.33,-,-,-,-,-,-,-,-,-,12.7,-,-,-,-,-,-,-,-
2019-04-19,13.6,16.8,17.9,77,24.33,-,-,-,-,-,-,-,-,-,11.83,-,-,-,-,-,-,-,-
2019-04-20,13.6,17.4,19.43,81.67,24.67,-,-,-,-,-,-,-,-,-,12.33,-,-,-,-,-,-,-,-
2019-04-21,13.6,17.6,20.29,82.08,25,-,-,-,-,-,-,-,-,-,12,-,-,-,-,-,-,-,-
2019-04-22,13.6,-,14.33,82.5,24.67,-,-,-,-,-,-,-,-,-,10.38,-,-,-,-,-,-,-,-
2019-04-23,13.6,17.2,19.86,83.83,24.67,-,-,-,-,-,-,-,-,-,12.17,-,-,-,-,-,-,-,-
2019-04-24,-,17,20.14,83,25,-,-,-,-,-,-,-,-,-,11,-,-,-,-,-,-,-,-
2019-04-25,-,17,20.29,83,26.33,-,-,-,-,-,-,-,-,-,10.58,-,-,-,-,-,-,-,-
2019-04-26,-,17.8,20.71,83,26.33,-,-,-,-,-,-,-,-,-,10.58,-,-,-,-,-,-,-,-
2019-04-27,-,18.6,20.43,84.17,27,-,-,-,-,-,-,-,-,-,11.1,-,-,-,-,-,-,-,-
2019-04-28,-,18.8,22.5,84.17,27,-,-,-,-,-,-,-,-,-,11.8,-,-,-,-,-,-,-,-
2019-04-29,-,-,20.72,85.42,27.67,-,-,-,-,-,-,-,-,-,9.67,-,-,-,-,-,-,-,-
2019-04-30,-,18.6,20.94,85.42,27,-,-,-,-,-,-,-,-,-,13.4,-,-,-,-,-,-,-,-
2019-05-01,-,19,20.94,85.42,27,-,-,-,-,-,-,-,-,-,12.2,-,-,-,-,-,-,-,-
2019-05-02,-,19.2,21.23,84.79,28.67,-,-,-,-,-,-,-,-,-,12.8,-,-,-,-,-,-,-,-
2019-05-03,-,19.6,22,84.79,28.67,-,-,-,-,-,-,-,-,-,11.75,-,-,-,-,-,-,-,-
2019-05-04,-,20.2,22.71,84.29,30,-,-,-,-,-,-,-,-,-,15.4,-,-,-,-,-,-,-,-
2019-05-05,-,20.4,24,84.71,30,-,-,-,-,-,-,-,-,-,15.5,-,-,-,-,-,-,-,-
2019-05-06,-,-,23.2,84.71,30,-,-,-,-,-,-,-,-,-,11.5,-,-,-,-,-,-,-,-
2019-05-07,-,20.4,23.14,84.71,30,-,-,-,-,-,-,-,-,-,14.92,-,-,-,-,-,-,-,-
2019-05-08,-,20.2,23.37,84.71,30,-,-,-,-,-,-,-,-,-,15.9,-,-,-,-,-,-,-,-
2019-05-09,-,20.2,23.23,84.71,30,-,-,-,-,-,-,-,-,-,15,-,-,-,-,-,-,-,-
2019-05-10,-,20.8,23.23,83.25,-,-,-,-,-,-,-,-,-,-,15.42,-,-,-,-,-,-,-,-
2019-05-11,-,21,23.09,82.75,-,-,-,-,-,-,-,-,-,-,16.58,-,-,-,-,-,-,-,-
2019-05-12,-,21.2,23,82.75,-,-,-,-,-,-,-,-,-,-,17.08,-,-,-,-,-,-,-,-
2019-05-13,-,-,21.72,82.75,-,-,-,-,-,-,-,-,-,-,18,-,-,-,-,-,-,-,-
2019-05-14,-,22.2,21.94,82.75,-,-,-,-,-,-,-,-,-,-,18.33,-,-,-,-,-,-,-,-
2019-05-15,-,22.8,22.37,81.38,-,-,-,-,-,-,-,-,55.4,-,21.33,-,-,-,-,-,-,-,-
2019-05-16,-,23.8,21.92,81.38,-,-,-,-,-,-,-,-,-,-,19.5,-,-,-,-,-,-,-,-
2019-05-17,-,25.2,22.24,81.38,-,-,-,-,-,-,-,-,58.05,-,20.33,-,-,-,-,-,-,-,-
2019-05-18,-,28,22.24,80.5,-,-,-,-,-,-,-,-,63.3,-,19.75,-,-,-,-,-,-,-,-
2019-05-19,-,28.4,23.33,80.5,-,-,-,-,-,-,-,-,68.1,-,19.75,-,-,-,-,-,-,-,-
2019-05-20,-,-,22.12,80.5,-,-,-,-,-,-,-,-,-,-,19,-,-,-,-,-,-,-,-
2019-05-21,-,27.5,22.66,79.79,-,-,-,-,-,-,-,-,68.55,-,20.33,-,-,-,-,-,-,-,-
2019-05-22,-,28.2,22.94,79.79,-,-,-,-,-,-,-,-,73.1,-,20.5,-,-,-,-,-,-,-,-
2019-05-23,-,28.4,23.37,79.79,-,-,-,-,-,-,-,-,73.25,-,21.57,-,-,-,-,-,-,-,-
2019-05-24,-,29.2,23.66,79.79,-,-,-,-,-,-,-,-,72.3,-,21.67,-,-,-,-,-,-,-,-
2019-05-25,-,29.8,23.37,79.29,-,-,-,-,-,-,-,-,70.95,-,24.25,-,-,-,-,-,-,-,-
2019-05-26,-,30,24.33,79.29,-,-,-,-,-,-,-,-,65.95,-,23.75,-,-,-,-,-,-,-,-
2019-05-27,-,-,22.72,79.29,-,-,-,-,-,-,-,-,-,-,24.67,-,-,-,-,-,-,-,-
2019-05-28,-,29.6,23.94,76.04,-,-,-,-,-,-,-,-,56.4,-,25.92,-,-,-,-,-,-,-,-
2019-05-29,-,29.2,23.66,71.04,-,-,-,-,-,-,-,-,53.9,-,25.5,-,-,-,-,-,-,-,-
2019-05-30,-,29,23.94,71.04,-,-,-,-,-,-,-,-,56.75,-,26.17,-,-,-,-,-,-,-,-
2019-05-31,-,28.4,24.37,70.75,-,-,-,-,-,-,-,-,59.15,-,26.33,-,-,-,-,-,-,-,-
2019-06-01,-,28.2,25.14,-,-,32.75,-,-,-,-,-,-,59.6,-,26.33,-,-,-,61.45,-,-,-,-
2019-06-02,-,28.4,26.67,-,-,33.5,-,-,-,-,-,-,61.5,-,27.67,-,-,-,60.42,-,-,-,-
2019-06-03,-,-,24.8,-,-,34,-,-,-,-,-,-,55,-,30.5,-,-,-,80,-,-,-,-
2019-06-04,-,28.8,25.94,-,-,39.03,-,-,-,-,-,-,60.94,-,27.67,-,-,-,64.48,-,-,-,-
2019-06-05,-,28.2,25.8,-,-,39.75,-,-,-,-,-,12.36,62.59,-,25.92,-,-,-,68.5,-,-,-,-
2019-06-06,-,27.6,26.09,-,-,39.75,-,-,-,-,-,12.3,69.68,-,25.58,-,-,-,68.36,-,-,-,-
2019-06-07,-,27.6,25.94,-,-,41,-,-,-,-,-,12.6,71.04,-,26.92,-,-,-,71.26,-,-,-,-
2019-06-08,-,27.6,25.8,-,-,38.25,-,-,-,-,-,12,65.9,-,24.33,-,-,-,72.43,-,-,-,-
2019-06-09,-,27.6,26.25,-,-,38,-,-,-,-,-,14,55,-,27.5,-,-,-,80,-,-,-,-
2019-06-10,-,-,25.75,-,-,37,-,-,-,-,-,14,52,-,29,-,-,-,80,-,-,-,-
2019-06-11,-,26.4,23.94,-,-,33.25,-,-,-,-,-,13.1,50.38,-,22.5,-,-,-,41.36,-,-,-,-
2019-06-12,-,26,24.23,-,-,28.25,-,-,-,-,-,13.4,46.7,-,21.83,-,-,-,39.96,-,-,-,-
2019-06-13,-,25.4,24.77,-,-,33.5,-,-,-,-,-,14.6,48.41,-,23.83,-,-,-,41.89,-,-,-,-
2019-06-14,-,25.4,24.88,-,-,33.75,-,-,-,-,-,13.4,52.53,-,22.5,-,-,-,36.9,-,-,-,-
2019-06-15,-,24.6,25.22,-,-,34,-,-,-,-,-,13.6,55.5,-,24.08,-,-,-,35.87,-,-,-,-
2019-06-16,-,24.4,24.88,-,-,36,-,-,-,-,-,13.8,54.75,-,25.5,-,-,-,37.1,-,-,-,-
2019-06-17,-,-,24.77,-,-,34,-,-,-,-,-,14,45,-,29.5,-,-,-,23,-,-,-,-
2019-06-18,-,25.4,24.88,-,-,35.25,-,-,-,-,-,13,46,-,25.33,-,-,-,35.92,-,-,-,-
2019-06-19,-,25,23.05,-,-,36.25,-,-,-,-,-,13,42.14,-,24.92,-,-,-,35.67,-,-,-,-
2019-06-20,-,25.2,21,-,-,35.25,-,-,-,-,-,12.2,38.25,-,23,-,-,-,33.32,-,-,-,-
2019-06-21,-,25.4,19.67,-,-,33.5,-,-,-,-,-,12.4,36,-,22.6,-,-,-,34.4,-,-,-,-
2019-06-22,-,22.2,19.27,-,-,30.5,-,-,-,-,-,12.2,39.58,-,21.4,-,-,-,32.41,-,-,-,-
2019-06-23,-,21.8,18.93,-,-,32.33,-,-,-,-,-,12.2,39.65,-,21.2,-,-,-,30.73,-,-,-,-
2019-06-24,-,-,18.4,-,-,30,-,-,-,-,-,14,33,-,26.5,-,-,-,40.7,-,-,-,-
2019-06-25,-,20.6,17.88,-,-,31.25,-,-,-,-,-,13.5,37.25,-,23.2,-,-,-,36.2,-,-,-,-
2019-06-26,-,20.2,17.38,-,-,31.75,-,-,-,-,-,12.7,38.5,-,21.8,-,-,-,31.53,-,-,-,-
2019-06-27,-,18.4,17.06,-,-,29.75,-,-,-,-,-,12.7,41,-,21.3,-,-,-,33.1,-,-,-,-
2019-06-28,-,18.4,17.86,-,-,29,-,-,-,-,-,12.3,42.75,-,21.7,-,-,-,28.5,-,-,-,-
2019-06-29,-,19,16.66,-,-,31.25,-,-,-,-,-,12,41.5,-,20.7,-,-,-,27.35,-,-,-,-
2019-06-30,-,19.4,16.5,-,-,33.67,-,-,-,-,-,12.3,38.63,-,20.5,-,-,-,29.3,-,-,-,-
2019-07-01,-,-,-,-,-,29.5,-,-,-,-,-,13,32,-,24,-,-,-,42.1,-,-,-,-
2019-07-02,-,20.2,-,-,-,33.75,-,-,-,-,60.5,11.9,38.95,-,22,-,-,-,28.2,-,-,-,-
2019-07-03,-,19.6,-,-,-,34.5,-,-,-,-,55,11.6,36.75,-,22,-,-,-,26.83,-,-,-,-
2019-07-04,-,19.2,-,-,-,34.5,-,-,-,-,57.5,12.2,31.5,-,22.3,-,-,-,29.4,-,-,-,-
2019-07-05,-,20,-,-,-,34,-,-,-,-,57.5,12,33.25,-,22.8,-,-,-,28.61,-,-,-,-
2019-07-06,-,19.6,-,-,-,32.25,-,-,-,-,55,12.2,35.5,-,22.9,-,-,-,31.83,-,-,-,-
2019-07-07,-,19.4,-,-,-,34,-,-,-,-,55,12.2,33.5,-,23.2,-,-,-,29.61,-,-,-,-
2019-07-08,-,-,-,-,-,32,-,-,-,-,52.5,13.5,27,-,26,-,-,-,40.84,-,-,-,-
2019-07-09,-,19.8,-,-,-,29,-,-,-,-,51,13.4,31.5,-,24,-,-,-,30.92,-,-,-,-
2019-07-10,-,19.8,-,-,-,27.75,-,-,-,-,47,12.9,31.5,-,23.6,-,-,-,32.35,-,-,-,-
2019-07-11,-,20.4,-,-,-,28.75,-,-,-,-,48.5,13.4,31.5,-,23,-,-,-,34.4,-,-,-,-
2019-07-12,-,20.8,-,-,-,28.75,-,-,-,-,48.5,13.6,33.5,-,23.9,-,-,-,32.2,-,-,-,-
2019-07-13,-,20.4,-,-,-,29,-,-,-,-,47,13.1,37.5,-,23.9,-,-,-,32.56,-,-,-,-
2019-07-14,-,20.2,-,-,-,29.33,-,-,-,-,48,13,37.5,-,23.6,-,-,-,34.46,-,-,-,-
2019-07-15,-,-,-,-,-,30.5,-,-,-,-,50.5,11,33,-,26,-,-,-,41.84,-,-,-,-
2019-07-16,-,20,-,-,-,34.75,-,-,-,-,47.5,12.4,40.5,-,24,-,-,-,39.1,-,-,-,-
2019-07-17,-,20.2,-,-,-,36,-,-,-,-,47,12.6,40.5,-,25.7,-,-,-,35.26,-,-,-,-
2019-07-18,-,19.8,-,-,-,33.75,-,-,-,-,46.75,12,40.5,-,26.8,-,-,-,38.66,-,-,-,-
2019-07-19,-,19.6,-,-,-,30.75,-,-,-,-,46.75,11.8,42.5,-,28,-,-,-,30.84,-,-,-,-
2019-07-20,-,20,-,-,-,33.75,-,-,-,-,48,11.4,44,-,28.8,-,-,-,36.26,-,-,-,-
2019-07-21,-,20,-,-,-,37.67,-,-,-,-,47.33,11.2,45,-,29.5,-,-,-,36.36,-,-,-,-
2019-07-22,-,-,-,-,-,32.5,-,-,-,-,46.6,10.25,50,-,25.5,-,-,-,32,-,-,-,-
2019-07-23,-,20.6,-,-,-,32.5,-,-,-,-,45.9,11.5,49,-,28.2,-,-,-,34.14,-,-,-,-
2019-07-24,-,21.8,-,-,-,30.75,-,-,-,-,45.9,11.2,43.5,-,26.4,-,-,-,34.16,-,-,-,-
2019-07-25,-,22.6,-,-,-,32.5,-,-,-,-,45.9,11.2,41,-,25.4,-,-,-,32.8,-,-,-,-
2019-07-26,-,23.4,-,-,-,37.75,-,-,-,-,47.65,11.2,38.5,-,25.4,-,-,-,33.2,-,-,-,-
2019-07-27,-,24,-,-,-,37.5,-,-,-,-,47.15,10.7,39.5,-,27.1,-,-,-,35,-,-,-,-
2019-07-28,-,24,-,-,-,39.33,-,-,-,-,47,10.7,41,-,27.7,-,-,-,34.2,-,-,-,-
2019-07-29,-,-,-,-,-,40,-,-,-,-,48.3,9.75,43,-,25.5,-,-,-,35,-,-,-,-
2019-07-30,-,25.4,-,-,-,42.25,-,-,-,-,47.58,12,42.5,-,30.7,-,-,-,35.82,-,-,-,-
2019-07-31,-,25.6,-,-,-,44.75,-,-,-,-,50.33,12,49.5,-,29.9,-,-,-,36,-,-,-,-
2019-08-01,-,26,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,31,-,-,-,-
2019-08-02,-,28,-,-,-,-,-,-,-,-,-,-,-,-,27,-,-,-,23.2,-,-,-,-
2019-08-03,-,27,-,-,-,44.25,-,-,-,-,49.4,11.5,-,-,26.7,-,-,-,31.25,-,-,-,-
2019-08-04,-,27,-,-,-,45.75,-,-,-,-,49.33,11.5,-,-,27,-,-,-,30.94,-,-,-,-
2019-08-05,-,-,-,-,-,51,-,-,-,-,51.6,10.5,-,-,23,-,-,-,57.95,-,-,-,-
2019-08-06,-,27.4,-,-,-,40.75,-,-,-,-,48.75,11.6,-,-,26.1,-,-,-,39.3,-,-,-,-
2019-08-07,-,27.4,-,-,-,34.75,-,-,-,-,49.25,11.6,-,-,24.6,-,-,-,37.38,-,-,-,-
2019-08-08,-,27.4,-,-,-,35.5,-,-,-,-,51.25,11.2,-,-,23.4,-,-,-,40.1,-,-,-,-
2019-08-09,-,28.2,-,-,-,32.75,-,-,-,-,50,11.4,-,-,23.5,-,-,-,39.9,-,-,-,-
2019-08-10,-,28.4,-,-,-,34.75,-,-,-,-,52.75,12.4,-,-,25.8,-,-,-,39.67,-,-,-,-
2019-08-11,-,28.4,-,-,-,40,-,-,-,-,54.33,12.8,-,-,28.1,-,-,-,42.38,-,-,-,-
2019-08-12,-,-,-,-,-,41,-,-,-,-,50,11,-,-,24,-,-,-,57,-,-,-,-
2019-08-13,-,28.8,-,-,-,36.75,-,-,-,-,51.25,12.7,-,-,27.8,-,-,-,41.63,-,-,-,-
2019-08-14,-,30,-,-,-,36.25,-,-,-,-,53.25,13.7,-,-,28.8,-,-,-,46.72,-,-,-,-
2019-08-15,-,31.2,-,-,-,35.5,-,-,-,-,53.25,14.4,-,-,30.5,-,-,-,45.2,-,-,-,-
2019-08-16,-,31.4,-,-,-,38,-,-,-,-,50,11.88,-,-,22.5,-,-,-,61.5,-,-,-,-
2019-08-17,-,31.8,-,-,-,35.5,-,-,-,-,-,11.88,-,-,22.5,-,-,-,60,-,-,-,-
2019-08-18,-,32,-,-,-,34.75,-,-,-,-,47.5,13.3,-,-,26,-,-,-,43.08,-,-,-,-
2019-08-19,-,-,-,-,-,40,-,-,-,-,51,11.88,-,-,22.5,-,-,-,60,-,-,-,-
2019-08-20,-,32.2,-,-,-,27.25,-,-,-,-,50,12.6,-,-,25,-,-,-,41.97,-,-,-,-
2019-08-21,-,32.2,-,-,-,21.75,-,-,-,-,50.25,13.2,-,-,26.3,-,-,-,38.72,-,-,-,-
2019-08-22,-,31.8,-,-,-,18.5,-,-,-,-,50.5,12.4,-,-,27.7,-,-,-,37.58,-,-,-,-
2019-08-23,-,32,-,-,-,21.5,-,-,-,-,49.75,13.2,-,-,31.8,-,-,-,36.67,-,-,-,-
2019-08-24,-,32,-,-,-,24.5,-,-,-,-,50.25,11.6,-,-,32.5,-,-,-,37.13,-,-,-,-
2019-08-25,-,31.8,-,-,-,26,-,-,-,-,50,11.6,-,-,36.5,-,-,-,38.6,-,-,-,-
2019-08-26,-,-,-,-,-,25,-,-,-,-,51,11.25,-,-,31.5,82.67,-,-,57.5,-,-,-,-
2019-08-27,-,32.2,-,-,-,26.38,-,-,-,-,52,12.2,-,-,39.5,78.58,-,-,42.25,-,-,-,-
2019-08-28,-,32.4,-,-,-,25,-,-,-,-,51,12.6,-,-,41.2,80.33,-,-,41.9,-,-,-,-
2019-08-29,-,32.8,-,-,-,27.75,-,-,-,-,51.25,12.1,-,-,39.4,80.17,-,-,44.2,-,-,-,-
2019-08-30,-,33,-,-,-,30.25,-,-,-,-,51.75,12.1,-,-,41.9,80.17,-,-,50,-,-,-,-
2019-08-31,-,32.4,-,-,-,30.5,-,-,-,-,51.25,11.9,-,-,41.5,87.17,-,-,50.13,-,-,-,-
2019-09-01,-,32.4,-,-,-,35.67,-,-,-,-,-,12.4,-,-,41,85.61,-,-,54.2,-,-,-,-
2019-09-02,-,-,-,-,-,32,-,-,-,-,-,11.75,-,-,36,86.26,-,-,70,-,-,-,-
2019-09-03,-,30.4,-,-,-,33.75,-,-,-,-,-,13,-,-,41.33,86.44,-,-,62.6,-,-,-,-
2019-09-04,-,30.4,-,-,-,29.5,-,-,-,-,-,12.8,-,-,42.83,83.5,-,-,55.82,-,-,-,-
2019-09-05,-,31,-,-,-,30,-,-,-,-,-,12.4,-,-,42.5,83.17,-,-,50.17,-,-,-,-
2019-09-06,-,30.6,-,-,-,26.5,-,-,-,-,-,12.2,-,-,40.42,82.68,-,-,48.63,-,-,-,-
2019-09-07,-,30.6,-,-,-,30.75,-,-,-,-,-,12,-,-,37.58,82.6,-,-,46.3,-,-,-,-
2019-09-08,-,30.6,-,-,-,32.25,-,-,-,-,-,12.2,-,-,35.33,76.47,-,-,44.3,-,-,-,-
2019-09-09,-,-,-,-,-,31,-,-,-,-,-,10.75,-,-,38.5,79.91,-,-,62.5,-,-,-,-
2019-09-10,-,26.8,-,-,-,33,-,-,-,-,-,12,-,-,34.75,72.86,-,-,43.3,-,-,-,-
2019-09-11,-,27.2,-,-,-,33.25,-,-,-,-,-,12,-,-,35.42,65,-,-,44.13,-,-,-,-
2019-09-12,-,27,-,-,-,35.25,-,-,-,-,-,12,-,-,36.92,41.76,-,-,45.23,-,-,-,-
2019-09-13,-,25,-,-,-,34,-,-,-,-,-,13.2,-,-,34.42,29.22,-,-,43.34,-,-,-,-
2019-09-14,-,24.8,-,-,-,33.75,-,-,-,-,-,13.4,-,-,30.58,28.34,-,-,42.57,-,-,-,-
2019-09-15,-,24.8,-,-,-,-,-,-,-,-,-,11.75,-,-,32.5,30,-,-,-,-,-,-,-
2019-09-16,-,-,-,-,-,38,-,-,-,-,-,11.75,-,-,32.5,30,-,-,-,-,-,-,-
2019-09-17,-,23.6,-,-,-,30.75,-,-,-,-,-,13,-,-,30.17,-,-,-,41.27,-,-,-,-
2019-09-18,-,23,-,-,-,27,-,-,-,-,-,13.6,-,-,27.75,-,-,-,40.06,-,-,-,-
2019-09-19,-,23,-,-,-,26.25,-,-,-,-,-,13.4,-,-,26.17,-,-,-,31.12,-,-,-,-
2019-09-20,-,22.6,-,-,-,26.75,-,-,-,-,-,14,-,-,25.58,-,-,-,29.94,-,-,-,-
2019-09-21,-,22,-,-,-,25,-,-,-,-,-,14,-,-,25.5,-,-,-,29.26,-,-,-,-
2019-09-22,-,22,-,-,-,27.13,-,-,-,-,-,13.6,-,-,27.75,-,-,-,26.14,-,-,-,-
2019-09-23,-,-,-,-,-,30,-,-,-,-,-,12,-,-,27.5,-,-,-,-,-,-,-,-
2019-09-24,-,21.8,-,-,-,30.25,-,-,-,-,-,12.8,-,-,32.83,-,-,-,28.56,-,-,-,-
2019-09-25,-,21.8,-,-,-,33,-,-,-,-,-,13.6,-,-,34.25,-,-,-,31.9,-,-,-,-
2019-09-26,-,21.6,-,-,-,34,-,-,-,-,-,13.8,-,-,36,-,-,-,35,-,-,-,-
2019-09-27,-,21.2,-,-,-,33.5,-,-,-,-,-,13.6,-,-,35.83,-,-,-,33.75,-,-,-,-
2019-09-28,-,21.2,-,-,-,30.75,-,-,-,-,-,14.8,-,-,37.33,-,-,-,31,-,-,-,-
2019-09-29,-,21.2,-,-,-,27.75,-,-,-,-,-,16.2,-,-,35.5,-,-,-,28.67,-,-,-,-
2019-09-30,-,-,-,-,-,32,-,-,-,-,-,15.25,-,-,29.5,-,-,-,-,-,-,-,-
2019-10-01,-,21.4,-,-,-,29.75,-,55,-,-,-,-,-,-,36,-,-,-,-,-,-,-,-
2019-10-02,-,22.2,-,-,-,31,-,-,-,-,-,-,-,-,37.5,-,-,-,-,-,-,-,-
2019-10-03,-,22,-,-,-,29.75,-,-,-,-,-,-,-,-,36.42,-,-,-,-,-,-,-,-
2019-10-04,-,22,-,-,-,28.5,-,-,-,-,-,-,-,-,36.67,-,-,-,-,-,-,-,-
2019-10-05,-,22.2,-,-,-,28,-,-,-,-,-,-,-,-,36.25,-,-,-,-,-,-,-,-
2019-10-06,-,22.2,-,-,-,28.5,-,-,-,-,-,-,-,-,35.5,-,-,-,-,-,-,-,-
2019-10-07,-,-,-,-,-,30,-,-,-,-,-,-,-,-,31.5,-,-,-,-,-,-,-,-
2019-10-08,-,22.8,-,-,-,30.5,-,-,-,-,-,-,-,-,39.33,-,-,-,-,-,-,-,-
2019-10-09,-,22.8,-,-,-,30,-,-,-,-,-,-,-,-,37.67,-,-,-,-,-,-,-,-
2019-10-10,-,22.6,-,-,-,30.5,-,-,-,-,-,-,-,-,39,-,-,-,-,-,-,-,-
2019-10-11,-,22.6,-,-,-,29.5,-,-,-,-,-,-,-,-,38.83,-,-,-,-,-,-,-,-
2019-10-12,-,22.6,-,-,-,30.75,-,-,-,-,-,-,-,-,38.5,-,-,-,-,-,-,-,-
2019-10-13,-,22.6,-,-,-,31.75,-,-,-,-,-,-,-,-,36.83,-,-,-,-,-,-,-,-
2019-10-14,-,-,-,-,-,30,-,-,-,-,-,-,-,-,31,-,-,-,-,-,-,-,-
2019-10-15,-,20.6,-,-,-,30.5,-,-,-,-,-,-,-,-,36.08,-,-,-,-,-,-,-,-
2019-10-16,-,19.2,-,-,-,29,-,-,-,-,-,-,-,-,35.17,-,-,-,-,-,-,-,-
2019-10-17,-,19.8,-,-,-,31,-,-,-,-,-,-,-,-,31.67,-,-,-,-,-,-,-,-
2019-10-18,-,19.8,-,-,-,28.75,-,-,-,-,-,-,-,-,34,-,-,-,-,-,-,-,-
2019-10-19,-,19.2,-,-,-,28,-,35.6,-,-,-,-,-,-,32.83,-,-,-,-,-,-,-,-
2019-10-20,-,19.2,-,-,-,25.75,-,34.45,-,-,-,-,-,-,32.17,-,-,-,-,-,-,-,-
2019-10-21,-,-,-,-,-,30,-,-,-,-,-,-,-,-,30,-,-,-,-,-,-,-,-
2019-10-22,-,19.2,-,-,-,27.5,-,33,-,-,-,-,-,-,34.42,-,-,-,-,-,-,-,-
2019-10-23,-,18.6,-,-,-,28.5,-,31.73,-,-,-,-,-,-,34,-,-,-,-,-,-,-,-
2019-10-24,-,18.2,-,-,-,28.25,-,30.77,-,-,-,-,-,-,33.5,-,-,-,-,-,-,-,-
2019-10-25,-,18,-,-,-,29.75,-,32.63,-,-,-,-,-,-,34,-,-,-,-,-,-,-,-
2019-10-26,-,17.6,-,-,-,30.5,-,32.87,-,-,-,-,-,-,35.5,-,-,-,-,-,-,-,-
2019-10-27,-,17,-,-,-,29.5,-,32.77,-,-,-,-,-,-,36.33,-,-,-,-,-,-,-,-
2019-10-28,-,-,-,-,-,30,-,-,-,-,-,-,-,-,31,-,-,-,-,-,-,-,-
2019-10-29,-,16.4,-,-,-,29.5,-,31.37,-,-,-,-,-,-,35.67,-,-,-,-,-,-,-,-
2019-10-30,-,16.2,-,-,-,29.75,-,30.6,-,-,-,-,-,-,35.08,-,-,-,-,-,-,-,-
2019-10-31,-,16.8,-,-,-,27.63,-,31.43,-,-,-,-,-,-,34,-,-,-,-,-,-,-,-
